UserID,UserName,Age,AgeGroup,Gender,EnrollmentCount
U01350,jay37,16,<18,Female,13
U01351,luisortiz,16,<18,Male,2
U01352,emilyberg,25,18–25,Male,13
U01353,victoriawatkins,20,18–25,Female,1
U01354,usalazar,15,<18,Male,2
U01355,parrishkevin,28,26–35,Female,13
U01356,johnsonrenee,26,26–35,Female,3
U01357,jeffreyhall,28,26–35,Female,1
U01358,annalester,31,26–35,Male,1
U01359,mwarner,18,18–25,Female,2
U01360,kingdarren,22,18–25,Female,1
U01361,kelli73,31,26–35,Male,1
U01362,zwalsh,26,26–35,Male,3
U01363,perezsarah,25,18–25,Male,2
U01364,pkoch,16,<18,Female,13
U01365,thull,25,18–25,Male,14
U01366,ltaylor,29,26–35,Female,1
U01367,baxtersamantha,22,18–25,Male,1
U01368,patrickkari,24,18–25,Female,1
U01369,alexandra74,21,18–25,Male,1
U01370,joseph11,21,18–25,Female,3
U01371,lynn61,22,18–25,Male,1
U01372,maryrogers,19,18–25,Female,1
U01373,wongmichelle,24,18–25,Male,1
U01374,derrick45,32,26–35,Female,1
U01375,fwalker,22,18–25,Male,13
U01376,gregory21,28,26–35,Male,1
U01377,silvaamy,16,<18,Male,4
U01378,turnerkelly,35,26–35,Male,2
U01379,carloliver,22,18–25,Male,2
U01380,susan26,26,26–35,Male,1
U01381,danielle11,15,<18,Male,1
U01382,iansloan,22,18–25,Female,1
U01383,gallagherandrea,32,26–35,Male,1
U01384,tfrederick,23,18–25,Female,3
U01385,tbryant,33,26–35,Female,1
U01386,tomibarra,16,<18,Male,1
U01387,ronaldberg,21,18–25,Female,1
U01388,mnelson,27,26–35,Male,1
U01389,pattersoncharles,30,26–35,Male,1
U01390,eriley,33,26–35,Female,2
U01391,moranthomas,30,26–35,Male,1
U01392,donaldjohnson,29,26–35,Female,3
U01393,eric14,30,26–35,Male,1
U01394,mannchristopher,26,26–35,Female,14
U01395,marshallsherry,31,26–35,Male,14
U01396,ogreene,17,<18,Female,3
U01397,victoria70,28,26–35,Male,13
U01398,craigsosa,23,18–25,Female,1
U01399,mitchellcarlos,20,18–25,Male,16
U01400,heather82,21,18–25,Female,1
U01401,jeffdavis,19,18–25,Female,1
U01402,guerrerojason,19,18–25,Female,4
U01403,cindy97,27,26–35,Male,1
U01404,hoffmanjennifer,18,18–25,Female,1
U01405,amandamoore,35,26–35,Male,12
U01406,yjimenez,21,18–25,Female,1
U01407,lisaperez,34,26–35,Female,1
U01408,lortiz,18,18–25,Male,2
U01409,jason20,31,26–35,Male,4
U01410,bradley01,17,<18,Male,1
U01411,davidsonrandy,21,18–25,Male,15
U01412,mitchelldavid,16,<18,Male,3
U01413,driley,24,18–25,Male,1
U01414,david25,35,26–35,Female,16
U01415,uhudson,18,18–25,Male,3
U01416,walkerbrandon,22,18–25,Female,2
U01417,katherinehaynes,26,26–35,Female,2
U01418,kcastaneda,20,18–25,Female,1
U01419,qwright,34,26–35,Female,2
U01420,eric82,34,26–35,Female,3
U01421,katelyncastro,22,18–25,Male,1
U01422,ashleynorton,16,<18,Male,2
U01423,elizabethpatrick,25,18–25,Male,1
U01424,edgar29,28,26–35,Female,1
U01425,usanchez,25,18–25,Female,1
U01426,mramirez,24,18–25,Male,1
U01427,harrisalec,25,18–25,Male,1
U01428,robertsonjennifer,35,26–35,Female,1
U01429,bonniegreen,31,26–35,Female,15
U01430,travislaura,19,18–25,Female,13
U01431,amanda65,34,26–35,Female,2
U01432,josephanderson,17,<18,Female,12
U01433,kgibson,16,<18,Female,2
U01434,villanuevatammy,24,18–25,Male,2
U01435,kaylaruiz,16,<18,Male,13
U01436,allison21,34,26–35,Female,2
U01437,gabrielle52,33,26–35,Female,1
U01438,randymorrison,30,26–35,Female,4
U01439,mcarter,22,18–25,Male,1
U01440,garzakatherine,20,18–25,Female,2
U01441,rogerschristine,24,18–25,Female,1
U01442,pcurry,34,26–35,Female,3
U01443,traceyandrews,17,<18,Female,2
U01444,matthew02,29,26–35,Male,2
U01445,vtran,29,26–35,Male,12
U01446,samuelbenton,32,26–35,Female,1
U01447,fpark,17,<18,Female,1
U01448,lori27,25,18–25,Female,1
U01449,xwalker,34,26–35,Male,2
U01450,crystal02,16,<18,Female,11
U01451,jessicaturner,17,<18,Male,11
U01452,donaldmendoza,23,18–25,Male,2
U01453,sandra01,17,<18,Male,2
U01454,terrybryce,18,18–25,Female,2
U01455,arielwilliams,22,18–25,Female,14
U01456,gentrybethany,30,26–35,Male,1
U01457,huntertamara,27,26–35,Male,1
U01458,nmoore,24,18–25,Male,1
U01459,elizabethwatkins,17,<18,Female,1
U01460,pvazquez,32,26–35,Female,13
U01461,landerson,16,<18,Male,1
U01462,vbuchanan,27,26–35,Male,1
U01463,jerome86,30,26–35,Female,13
U01464,iyoung,33,26–35,Male,1
U01465,kgonzalez,33,26–35,Male,2
U01466,williamluna,22,18–25,Male,2
U01467,reynoldsdennis,19,18–25,Female,1
U01468,tvillanueva,28,26–35,Female,2
U01469,andersonbrandi,29,26–35,Female,2
U01470,jyoung,28,26–35,Male,2
U01471,garciachristine,19,18–25,Female,1
U01472,william95,27,26–35,Female,12
U01473,nicolewalter,17,<18,Female,15
U01474,sherryfowler,20,18–25,Male,2
U01475,richardrocha,20,18–25,Male,15
U01476,kenneth36,35,26–35,Female,1
U01477,phamtiffany,17,<18,Female,1
U01478,lindaparrish,35,26–35,Female,1
U01479,kathleenlewis,25,18–25,Female,1
U01480,zsmith,20,18–25,Female,1
U01481,david54,20,18–25,Male,1
U01482,amanda99,17,<18,Male,2
U01483,morrisonrebecca,18,18–25,Male,1
U01484,travisroman,17,<18,Male,1
U01485,holtjohn,16,<18,Male,1
U01486,dwilliams,17,<18,Male,1
U01487,david91,17,<18,Female,2
U01488,lawsonbeth,27,26–35,Male,12
U01489,mmacdonald,27,26–35,Male,1
U01490,whenry,19,18–25,Female,1
U01491,zfinley,17,<18,Female,3
U01492,bettywillis,23,18–25,Female,4
U01493,lmatthews,18,18–25,Female,1
U01494,twalker,32,26–35,Male,1
U01495,xsanchez,31,26–35,Female,1
U01496,katelynanderson,22,18–25,Female,13
U01497,ccrawford,35,26–35,Female,13
U01498,joshuacastillo,15,<18,Male,1
U01499,morrisdaniel,30,26–35,Female,1
U01500,lindsey29,15,<18,Male,13
U01501,dawnmccarty,23,18–25,Male,1
U01502,stephen90,28,26–35,Female,1
U01503,julie92,30,26–35,Female,1
U01504,qblack,31,26–35,Male,1
U01505,haley15,35,26–35,Male,3
U01506,nancy99,34,26–35,Male,15
U01507,aboyd,18,18–25,Female,3
U01508,ljohnson,34,26–35,Male,1
U01509,benjamin24,15,<18,Female,1
U01510,reginald30,16,<18,Female,2
U01511,garycarr,15,<18,Male,13
U01512,stevensexton,19,18–25,Male,12
U01513,valerieharmon,23,18–25,Male,1
U01514,craig92,25,18–25,Male,1
U01515,rossanthony,35,26–35,Female,1
U01516,daviddavis,19,18–25,Male,1
U01517,lindsaykelly,26,26–35,Male,14
U01518,carolgamble,21,18–25,Male,1
U01519,christopher18,16,<18,Male,2
U01520,mhayes,26,26–35,Female,1
U01521,georgeerin,34,26–35,Female,1
U01522,vnelson,31,26–35,Female,14
U01523,egutierrez,16,<18,Male,1
U01524,adam56,30,26–35,Female,1
U01525,lisa07,32,26–35,Female,2
U01526,jeremyarnold,20,18–25,Male,12
U01527,lucas92,29,26–35,Female,1
U01528,thompsontammy,16,<18,Male,14
U01529,wgraves,19,18–25,Female,3
U01530,qhorton,16,<18,Male,15
U01531,brianberry,30,26–35,Female,14
U01532,alexanderjacob,28,26–35,Female,1
U01533,rebecca74,16,<18,Female,3
U01534,robertpeters,28,26–35,Male,1
U01535,khernandez,20,18–25,Male,4
U01536,guerrerotonya,33,26–35,Female,12
U01537,qroberts,27,26–35,Female,3
U01538,thompsonjack,27,26–35,Female,1
U01539,hmcdaniel,24,18–25,Female,1
U01540,arroyojohn,30,26–35,Female,1
U01541,barrerajohn,29,26–35,Female,4
U01542,jsmith,18,18–25,Female,1
U01543,smithjames,25,18–25,Female,16
U01544,cphillips,31,26–35,Female,1
U01545,ganderson,15,<18,Female,1
U01546,stefanie21,34,26–35,Male,1
U01547,cookdesiree,17,<18,Male,2
U01548,travis26,35,26–35,Female,1
U01549,katherinerobertson,34,26–35,Female,1
U01550,raymond40,16,<18,Male,1
U01551,julian48,16,<18,Male,1
U01552,krussell,32,26–35,Male,1
U01553,melinda52,27,26–35,Male,15
U01554,smithcarl,20,18–25,Male,4
U01555,parkerrobert,23,18–25,Female,1
U01556,benjamin25,23,18–25,Female,2
U01557,rossdiane,17,<18,Male,1
U01558,deborah16,32,26–35,Male,1
U01559,brownthomas,19,18–25,Male,1
U01560,vickibrown,24,18–25,Male,1
U01561,miranda44,32,26–35,Male,1
U01562,crawfordmark,18,18–25,Female,1
U01563,tiffanylopez,35,26–35,Female,1
U01564,vpena,28,26–35,Female,1
U01565,daniellyons,32,26–35,Male,1
U01566,buckdenise,29,26–35,Male,1
U01567,olivia94,22,18–25,Male,1
U01568,maldonadoandrew,26,26–35,Female,3
U01569,laurasmith,35,26–35,Male,1
U01570,smithmark,31,26–35,Male,2
U01571,nicolerobinson,19,18–25,Male,2
U01572,harrisonstephen,29,26–35,Female,1
U01573,jenniferscott,18,18–25,Female,2
U01574,whitemercedes,17,<18,Male,1
U01575,richardsontammy,15,<18,Female,13
U01576,charlessmith,35,26–35,Male,2
U01577,parkerkatelyn,30,26–35,Male,1
U01578,talvarado,26,26–35,Male,15
U01579,clewis,31,26–35,Male,1
U01580,ryanmoreno,15,<18,Female,2
U01581,lori53,30,26–35,Male,2
U01582,kingkristen,16,<18,Male,1
U01583,daniel76,30,26–35,Female,1
U01584,steven45,32,26–35,Male,1
U01585,vclark,27,26–35,Male,11
U01586,bobby05,27,26–35,Male,14
U01587,greg26,27,26–35,Male,2
U01588,williamwalker,32,26–35,Male,1
U01589,harristravis,16,<18,Female,1
U01590,erinjohnson,33,26–35,Male,1
U01591,robert84,32,26–35,Female,2
U01592,travisweber,33,26–35,Male,4
U01593,susan32,34,26–35,Male,1
U01594,rking,35,26–35,Male,1
U01595,ronaldperry,15,<18,Male,2
U01596,yorkerica,22,18–25,Male,2
U01597,sarahhopkins,21,18–25,Female,1
U01598,zlevine,30,26–35,Female,1
U01599,tracy23,29,26–35,Female,1
U01600,sanderselizabeth,29,26–35,Female,1
U01601,phall,23,18–25,Female,2
U01602,davisangel,31,26–35,Female,13
U01603,kennethmartinez,32,26–35,Male,2
U01604,kevinmeza,31,26–35,Female,1
U01605,acurtis,18,18–25,Male,1
U01606,mdavies,17,<18,Female,1
U01607,ryan98,25,18–25,Male,1
U01608,debbie14,15,<18,Female,1
U01609,jonesjoan,15,<18,Male,1
U01610,kgarcia,31,26–35,Male,1
U01611,sheilawilson,27,26–35,Male,1
U01612,htaylor,29,26–35,Male,1
U01613,alex16,25,18–25,Male,1
U01614,mcarpenter,17,<18,Male,1
U01615,allisonpeters,29,26–35,Male,1
U01616,lcalderon,20,18–25,Male,1
U01617,marquezedward,21,18–25,Male,1
U01618,victoriawebster,15,<18,Female,13
U01619,dbrown,20,18–25,Female,1
U01620,dtorres,19,18–25,Female,1
U01621,kylebell,16,<18,Female,2
U01622,scottkennedy,15,<18,Female,1
U01623,sarathomas,23,18–25,Male,1
U01624,markwells,34,26–35,Female,4
U01625,taylorjoshua,33,26–35,Female,3
U01626,amythornton,26,26–35,Female,1
U01627,collinslisa,23,18–25,Female,13
U01628,emilymartin,26,26–35,Male,14
U01629,hansondennis,28,26–35,Female,1
U01630,laurie24,33,26–35,Male,1
U01631,aaron63,18,18–25,Female,2
U01632,ygarcia,21,18–25,Male,1
U01633,randy38,34,26–35,Male,1
U01634,kevin78,35,26–35,Male,1
U01635,candrews,18,18–25,Female,14
U01636,stevenknapp,19,18–25,Male,1
U01637,ferrellgeorge,30,26–35,Male,13
U01638,jonathan56,26,26–35,Male,1
U01639,ubridges,27,26–35,Male,1
U01640,taylorkimberly,23,18–25,Female,1
U01641,bbowen,17,<18,Male,1
U01642,juliehernandez,26,26–35,Male,1
U01643,moorejulia,25,18–25,Male,1
U01644,katherine11,23,18–25,Male,3
U01645,curtis73,19,18–25,Male,3
U01646,wrojas,28,26–35,Female,1
U01647,smithvincent,17,<18,Female,13
U01648,mmosley,22,18–25,Female,4
U01649,maryharris,35,26–35,Male,13
U01650,bethpalmer,33,26–35,Male,1
U01651,anthonygomez,25,18–25,Female,1
U01652,markharper,35,26–35,Male,2
U01653,richard46,21,18–25,Female,1
U01654,lori03,22,18–25,Female,15
U01655,austinlee,23,18–25,Male,1
U01656,norrisdakota,27,26–35,Male,12
U01657,lopezjesse,22,18–25,Female,1
U01658,spencer81,31,26–35,Female,1
U01659,brendarodriguez,27,26–35,Female,3
U01660,clinton81,25,18–25,Female,2
U01661,tracywilson,27,26–35,Female,1
U01662,dustin08,28,26–35,Male,15
U01663,sandra93,28,26–35,Female,2
U01664,sara98,23,18–25,Female,2
U01665,kimberly94,34,26–35,Female,4
U01666,fbarber,28,26–35,Female,14
U01667,sandrastewart,23,18–25,Female,1
U01668,alambert,27,26–35,Female,1
U01669,julie64,30,26–35,Female,2
U01670,justin64,19,18–25,Male,1
U01671,apugh,25,18–25,Male,15
U01672,carolynfriedman,15,<18,Male,1
U01673,francosusan,16,<18,Male,1
U01674,carl17,27,26–35,Female,14
U01675,douglasthompson,17,<18,Male,1
U01676,odunn,22,18–25,Male,1
U01677,mistypowell,22,18–25,Male,2
U01678,christina89,31,26–35,Female,1
U01679,collinstracy,16,<18,Female,1
U01680,slynch,30,26–35,Male,1
U01681,brownryan,33,26–35,Male,1
U01682,josephbrown,21,18–25,Male,2
U01683,christywoods,19,18–25,Female,1
U01684,meganwhite,26,26–35,Female,2
U01685,jameslarson,26,26–35,Female,1
U01686,nathan53,32,26–35,Male,1
U01687,dianaburnett,23,18–25,Female,2
U01688,valeriegalvan,28,26–35,Female,2
U01689,burnsjoel,30,26–35,Female,1
U01690,lori78,27,26–35,Male,4
U01691,morantoni,22,18–25,Male,1
U01692,davidsonmark,26,26–35,Male,12
U01693,samantha22,21,18–25,Male,2
U01694,david68,35,26–35,Male,1
U01695,christine15,32,26–35,Male,13
U01696,james12,31,26–35,Female,2
U01697,whicks,35,26–35,Male,1
U01698,billyrivera,28,26–35,Female,1
U01699,michael90,23,18–25,Female,1
U01700,pagemichelle,25,18–25,Female,1
U01701,tracy73,22,18–25,Male,1
U01702,ronaldalexander,21,18–25,Female,14
U01703,hhogan,21,18–25,Male,3
U01704,ojohnston,30,26–35,Female,2
U01705,riddleryan,28,26–35,Male,1
U01706,zcarter,17,<18,Female,1
U01707,brettcampbell,32,26–35,Male,3
U01708,ymorton,22,18–25,Male,14
U01709,klandry,35,26–35,Female,1
U01710,amandajackson,32,26–35,Male,1
U01711,kyleharris,15,<18,Female,1
U01712,millerkevin,30,26–35,Male,1
U01713,dholland,15,<18,Male,4
U01714,patricia40,24,18–25,Female,1
U01715,edwardsjose,27,26–35,Male,1
U01716,asalinas,22,18–25,Female,1
U01717,heather15,20,18–25,Male,1
U01718,michelledecker,23,18–25,Male,1
U01719,ooliver,32,26–35,Female,1
U01720,stoutaustin,21,18–25,Female,15
U01721,lperry,15,<18,Female,10
U01722,dale82,30,26–35,Female,1
U01723,maryharrison,32,26–35,Female,1
U01724,juan81,17,<18,Male,16
U01725,klinekevin,33,26–35,Male,2
U01726,qschwartz,32,26–35,Female,13
U01727,zachary70,15,<18,Female,1
U01728,lmclaughlin,33,26–35,Female,2
U01729,michael78,29,26–35,Female,15
U01730,blackkarl,27,26–35,Female,1
U01731,andrewreed,28,26–35,Male,1
U01732,xferrell,17,<18,Female,2
U01733,jeffreyprice,20,18–25,Female,4
U01734,oortega,29,26–35,Male,3
U01735,brentanderson,29,26–35,Male,1
U01736,leah74,17,<18,Male,1
U01737,scottnelson,23,18–25,Male,1
U01738,aortiz,16,<18,Female,1
U01739,mauriceponce,19,18–25,Male,1
U01740,johnbridges,20,18–25,Male,1
U01741,uadams,30,26–35,Male,2
U01742,lyork,30,26–35,Female,2
U01743,mhunter,15,<18,Male,1
U01744,john10,22,18–25,Male,4
U01745,jasonwatts,21,18–25,Female,13
U01746,jodiortega,24,18–25,Male,14
U01747,kyle18,19,18–25,Female,4
U01748,williamsadam,22,18–25,Male,1
U01749,fmiles,31,26–35,Female,1
U01750,stephanieshaw,24,18–25,Male,4
U01751,mcbridepatrick,25,18–25,Female,1
U01752,johnharris,34,26–35,Female,4
U01753,kirbyelijah,17,<18,Female,1
U01754,qdiaz,22,18–25,Male,1
U01755,andrewskelly,26,26–35,Female,1
U01756,uortiz,21,18–25,Male,2
U01757,ycarter,26,26–35,Female,1
U01758,yhall,16,<18,Female,1
U01759,pwebster,21,18–25,Male,1
U01760,eric06,19,18–25,Male,1
U01761,mark03,31,26–35,Male,2
U01762,dustin24,33,26–35,Male,15
U01763,sharon32,24,18–25,Male,1
U01764,cowanaustin,30,26–35,Male,2
U01765,patrick83,24,18–25,Female,1
U01766,michaelmiller,33,26–35,Female,3
U01767,thomas29,15,<18,Female,1
U01768,turnercorey,26,26–35,Female,2
U01769,khanrenee,15,<18,Male,4
U01770,daviselizabeth,22,18–25,Female,2
U01771,calebmorgan,21,18–25,Male,3
U01772,elizabethrodriguez,32,26–35,Female,1
U01773,tanya67,17,<18,Male,16
U01774,holly96,17,<18,Male,1
U01775,nancyhart,31,26–35,Female,2
U01776,websterkaren,30,26–35,Female,2
U01777,justin83,27,26–35,Male,1
U01778,phillip31,24,18–25,Female,2
U01779,sarahtrujillo,31,26–35,Male,1
U01780,smithtimothy,27,26–35,Male,1
U01781,cortezmorgan,30,26–35,Male,1
U01782,david48,17,<18,Female,1
U01783,mcconnellerica,28,26–35,Male,3
U01784,ccarr,32,26–35,Female,1
U01785,masonrachel,34,26–35,Female,1
U01786,joseph21,25,18–25,Female,13
U01787,kristin95,30,26–35,Female,2
U01788,sayers,15,<18,Male,2
U01789,rodriguezjacob,33,26–35,Female,15
U01790,jerrydavidson,25,18–25,Male,1
U01791,richardrandy,31,26–35,Female,2
U01792,charlottelewis,15,<18,Male,1
U01793,alexandrawright,30,26–35,Male,1
U01794,mcbrideamy,26,26–35,Male,1
U01795,wtorres,15,<18,Female,13
U01796,catherinegonzales,15,<18,Male,1
U01797,linda33,33,26–35,Male,1
U01798,gregoryjenkins,18,18–25,Male,1
U01799,jacobssusan,33,26–35,Female,1
U01800,melaniejacobson,25,18–25,Female,2
U01801,julialong,20,18–25,Male,1
U01802,oharris,15,<18,Female,1
U01803,brett15,27,26–35,Female,3
U01804,nicoletaylor,20,18–25,Female,2
U01805,bridget73,21,18–25,Male,15
U01806,hgomez,26,26–35,Male,1
U01807,veronica27,31,26–35,Male,2
U01808,stephenwebster,15,<18,Male,3
U01809,alexanderyork,24,18–25,Female,13
U01810,bridgetjohnson,15,<18,Female,15
U01811,lauriejoyce,28,26–35,Female,1
U01812,drussell,17,<18,Male,15
U01813,williamstone,24,18–25,Female,1
U01814,gwilliams,17,<18,Female,3
U01815,younggina,30,26–35,Male,1
U01816,dwayneatkins,21,18–25,Male,2
U01817,hillbrian,33,26–35,Male,1
U01818,samuel96,15,<18,Male,2
U01819,kmontgomery,17,<18,Male,1
U01820,vmorrow,24,18–25,Male,15
U01821,blankenshipmichael,22,18–25,Male,1
U01822,harriseric,22,18–25,Male,15
U01823,djarvis,22,18–25,Male,1
U01824,austinbethany,20,18–25,Male,1
U01825,jeff93,25,18–25,Male,14
U01826,jenniferfields,17,<18,Male,1
U01827,mitchellmarsh,28,26–35,Male,1
U01828,molly55,21,18–25,Male,1
U01829,walkerlisa,27,26–35,Male,2
U01830,james96,15,<18,Male,1
U01831,eherrera,34,26–35,Female,1
U01832,rebecca57,24,18–25,Male,1
U01833,brittneyphillips,16,<18,Male,2
U01834,rebecca24,33,26–35,Female,1
U01835,williamfranklin,27,26–35,Male,2
U01836,daniel27,32,26–35,Female,1
U01837,ogutierrez,24,18–25,Female,1
U01838,haynesrobert,24,18–25,Male,2
U01839,kmelton,22,18–25,Female,1
U01840,bradley44,35,26–35,Female,14
U01841,jessicagonzalez,18,18–25,Female,1
U01842,serranoandre,33,26–35,Female,13
U01843,tiffany83,19,18–25,Female,1
U01844,colemanmelissa,18,18–25,Female,1
U01845,andrewbell,17,<18,Female,1
U01846,kevinalexander,21,18–25,Female,2
U01847,ujohnson,18,18–25,Female,1
U01848,jhoward,30,26–35,Female,1
U01849,elizabethfloyd,23,18–25,Male,1
U01850,justin74,29,26–35,Female,3
U01851,abarnes,20,18–25,Male,4
U01852,schwartzgregory,19,18–25,Female,4
U01853,boydsherry,31,26–35,Male,1
U01854,pruittdavid,16,<18,Male,13
U01855,krichardson,15,<18,Female,1
U01856,cohenlauren,27,26–35,Male,1
U01857,aprilvincent,27,26–35,Female,2
U01858,clarkebianca,34,26–35,Female,1
U01859,thomas50,24,18–25,Female,1
U01860,bhardy,19,18–25,Male,3
U01861,ddominguez,28,26–35,Female,2
U01862,daniel53,24,18–25,Male,1
U01863,wlopez,26,26–35,Male,1
U01864,michelleharper,15,<18,Male,1
U01865,josephwilson,18,18–25,Male,4
U01866,davidharrell,25,18–25,Male,1
U01867,monica16,24,18–25,Female,13
U01868,leslie60,27,26–35,Female,2
U01869,obennett,32,26–35,Male,1
U01870,edwin11,28,26–35,Female,1
U01871,danielparks,21,18–25,Male,14
U01872,gatesbrittany,28,26–35,Female,14
U01873,jason10,26,26–35,Male,1
U01874,lancelove,15,<18,Female,1
U01875,williamhardy,30,26–35,Male,1
U01876,pam38,17,<18,Male,14
U01877,elizabethmassey,19,18–25,Male,12
U01878,nlopez,20,18–25,Female,1
U01879,davidkemp,32,26–35,Female,15
U01880,amy23,26,26–35,Female,2
U01881,paulatanner,30,26–35,Male,1
U01882,amitchell,30,26–35,Female,3
U01883,william23,30,26–35,Female,1
U01884,michelle01,20,18–25,Male,1
U01885,pwebb,25,18–25,Female,1
U01886,achavez,17,<18,Male,1
U01887,mcintoshdaniel,21,18–25,Female,1
U01888,jonathan59,15,<18,Female,1
U01889,bradshawcarol,30,26–35,Female,1
U01890,scampos,18,18–25,Female,1
U01891,darylmooney,35,26–35,Female,1
U01892,wmurphy,16,<18,Male,1
U01893,michaelsloan,23,18–25,Female,12
U01894,richardsonchristopher,35,26–35,Male,1
U01895,danieldavis,35,26–35,Female,1
U01896,rjones,32,26–35,Female,12
U01897,adixon,15,<18,Female,1
U01898,gloria83,26,26–35,Male,1
U01899,bwall,25,18–25,Female,2
U01900,qwood,19,18–25,Male,11
U01901,nkim,23,18–25,Male,1
U01902,parsonskathryn,30,26–35,Female,1
U01903,sandersjacob,17,<18,Female,13
U01904,lambertamy,17,<18,Male,1
U01905,suttonlaura,24,18–25,Female,2
U01906,hporter,19,18–25,Male,15
U01907,hmitchell,15,<18,Male,2
U01908,elizabethjackson,19,18–25,Male,12
U01909,sjennings,25,18–25,Male,3
U01910,leah34,28,26–35,Male,1
U01911,ywhitaker,22,18–25,Male,1
U01912,fletcherdestiny,24,18–25,Female,1
U01913,ethan70,24,18–25,Male,1
U01914,ryanadkins,32,26–35,Female,1
U01915,madisonwise,34,26–35,Female,2
U01916,annaliu,29,26–35,Male,1
U01917,juanward,18,18–25,Female,15
U01918,gfleming,23,18–25,Male,14
U01919,kyleconway,16,<18,Female,1
U01920,matthewkennedy,33,26–35,Male,13
U01921,nguyenkayla,24,18–25,Male,2
U01922,jjohnson,21,18–25,Male,2
U01923,travismartin,19,18–25,Male,1
U01924,rhonda09,20,18–25,Male,2
U01925,bgarcia,33,26–35,Male,1
U01926,harrisbobby,26,26–35,Female,13
U01927,psummers,27,26–35,Female,1
U01928,annehogan,33,26–35,Female,1
U01929,jonathan04,19,18–25,Male,14
U01930,kelleyphillip,28,26–35,Female,1
U01931,bcrawford,23,18–25,Female,11
U01932,reginaldaustin,25,18–25,Male,1
U01933,baileyapril,27,26–35,Female,2
U01934,imoore,22,18–25,Male,14
U01935,morgan05,33,26–35,Female,1
U01936,aramsey,23,18–25,Male,2
U01937,hcharles,21,18–25,Female,1
U01938,cynthiakoch,33,26–35,Female,2
U01939,wayne63,35,26–35,Male,4
U01940,shaffertravis,16,<18,Female,2
U01941,charlessullivan,26,26–35,Female,1
U01942,mike82,27,26–35,Male,1
U01943,james23,17,<18,Male,14
U01944,lisa00,19,18–25,Female,2
U01945,bakerkimberly,29,26–35,Female,1
U01946,oschmidt,19,18–25,Female,1
U01947,gilmorebrent,27,26–35,Female,1
U01948,keith04,33,26–35,Female,1
U01949,iwest,19,18–25,Male,1
U01950,juarezkatherine,29,26–35,Male,2
U01951,tara17,19,18–25,Female,3
U01952,williamscaleb,15,<18,Female,2
U01953,stevenfox,19,18–25,Male,15
U01954,ujoyce,35,26–35,Male,1
U01955,ochoaphillip,29,26–35,Female,1
U01956,jlong,34,26–35,Male,1
U01957,carl93,30,26–35,Male,1
U01958,elopez,16,<18,Male,12
U01959,sandrarogers,26,26–35,Female,12
U01960,molinacarly,19,18–25,Female,1
U01961,jordancole,30,26–35,Male,14
U01962,ramosvalerie,19,18–25,Male,11
U01963,pricejessica,30,26–35,Male,1
U01964,mayandrea,32,26–35,Male,4
U01965,ppham,19,18–25,Female,1
U01966,lthornton,25,18–25,Female,4
U01967,jamespoole,27,26–35,Female,1
U01968,riveralisa,30,26–35,Female,2
U01969,beckkim,26,26–35,Male,1
U01970,janetsnyder,16,<18,Female,2
U01971,davidsmith,17,<18,Female,1
U01972,jennifer19,18,18–25,Male,1
U01973,parsonsdeanna,30,26–35,Male,1
U01974,ashley84,31,26–35,Female,2
U01975,brendabaker,29,26–35,Male,1
U01976,pfinley,24,18–25,Male,1
U01977,jesseaguilar,32,26–35,Male,2
U01978,ballardjulie,26,26–35,Male,1
U01979,jerry02,25,18–25,Female,12
U01980,zsanchez,15,<18,Female,1
U01981,zreed,27,26–35,Female,1
U01982,znelson,35,26–35,Female,1
U01983,hrosales,29,26–35,Female,1
U01984,adamlewis,15,<18,Female,1
U01985,wrightjonathan,22,18–25,Female,1
U01986,victor49,29,26–35,Female,1
U01987,ashleyhodges,15,<18,Male,13
U01988,thompsontyler,17,<18,Female,1
U01989,erica39,26,26–35,Female,13
U01990,mcdonaldnancy,16,<18,Male,2
U01991,aliciavance,16,<18,Female,3
U01992,cruzraymond,18,18–25,Male,2
U01993,bradley00,23,18–25,Female,14
U01994,cameronwilliams,20,18–25,Female,11
U01995,evansmarie,35,26–35,Female,1
U01996,brianlittle,29,26–35,Female,1
U01997,melissa23,16,<18,Male,1
U01998,christopher36,23,18–25,Male,15
U01999,marissa62,17,<18,Female,2
U02000,kathryn80,32,26–35,Male,2
U02001,kimberlywilliams,30,26–35,Male,1
U02002,qturner,23,18–25,Female,1
U02003,ledanielle,31,26–35,Male,4
U02004,zdavidson,27,26–35,Male,1
U02005,smithjonathan,27,26–35,Male,1
U02006,mccoysarah,34,26–35,Male,1
U02007,cassieharper,25,18–25,Female,1
U02008,mallory85,25,18–25,Male,1
U02009,singhtracy,34,26–35,Male,1
U02010,harveygregory,31,26–35,Male,14
U02011,lindsaysteele,27,26–35,Male,1
U02012,laurahendricks,17,<18,Female,1
U02013,yjoseph,29,26–35,Female,2
U02014,andrewyoung,23,18–25,Female,3
U02015,christopherrobinson,30,26–35,Male,14
U02016,wlee,25,18–25,Male,1
U02017,kimberlygriffin,22,18–25,Female,2
U02018,melissaedwards,35,26–35,Male,1
U02019,schwartzandrew,25,18–25,Female,3
U02020,davidmorse,18,18–25,Male,1
U02021,ashleygonzales,25,18–25,Female,1
U02022,thomasmichelle,27,26–35,Female,11
U02023,savery,31,26–35,Female,2
U02024,paulmccullough,24,18–25,Female,2
