UserID,TotalEnrollments,UniqueCourses,UniqueCategories,UniqueLevels,TotalSpend,AverageTransactionAmount,Age,Gender,AgeGroup,ActivitySegment
U00770,1,1,1,1,0.0,0.0,29,Male,26-35,Low Activity
U00771,1,1,1,1,285.05,285.05,18,Male,18-25,Low Activity
U00772,13,13,9,3,342.61,26.354615384615386,24,Female,18-25,Very High Activity
U00773,1,1,1,1,119.04,119.04,25,Female,18-25,Low Activity
U00774,1,1,1,1,0.0,0.0,27,Male,26-35,Low Activity
U00775,14,14,8,3,1391.4,99.38571428571429,29,Female,26-35,Very High Activity
U00776,1,1,1,1,490.9,490.9,26,Female,26-35,Low Activity
U00777,4,4,4,2,999.88,249.97,29,Male,26-35,Moderate Activity
U00778,2,2,2,2,0.0,0.0,33,Male,26-35,Low Activity
U00779,1,1,1,1,0.0,0.0,24,Female,18-25,Low Activity
U00780,1,1,1,1,0.0,0.0,32,Female,26-35,Low Activity
U00781,1,1,1,1,0.0,0.0,18,Female,18-25,Low Activity
U00782,1,1,1,1,0.0,0.0,25,Male,18-25,Low Activity
U00783,2,2,2,2,57.32,28.66,35,Female,26-35,Low Activity
U00784,2,2,2,1,299.57,149.785,22,Female,18-25,Low Activity
U00785,1,1,1,1,0.0,0.0,17,Female,<18,Low Activity
U00786,13,13,8,3,1193.7,91.82307692307693,32,Female,26-35,Very High Activity
U00787,9,9,6,3,510.16999999999996,56.68555555555555,29,Female,26-35,High Activity
U00788,2,2,2,2,0.0,0.0,24,Male,18-25,Low Activity
U00789,2,2,2,2,37.89,18.945,17,Female,<18,Low Activity
U00790,2,2,2,1,347.48999999999995,173.74499999999998,16,Female,<18,Low Activity
U00791,2,2,2,1,89.59,44.795,34,Female,26-35,Low Activity
U00792,1,1,1,1,346.71,346.71,20,Male,18-25,Low Activity
U00793,4,4,3,3,212.39,53.0975,19,Male,18-25,Moderate Activity
U00794,2,2,2,2,0.0,0.0,23,Female,18-25,Low Activity
U00795,3,3,3,1,285.05,95.01666666666667,34,Female,26-35,Moderate Activity
U00796,2,2,2,2,212.39,106.195,22,Female,18-25,Low Activity
U00797,3,3,3,2,0.0,0.0,20,Male,18-25,Moderate Activity
U00798,1,1,1,1,0.0,0.0,19,Female,18-25,Low Activity
U00799,2,2,2,1,0.0,0.0,26,Female,26-35,Low Activity
U00800,2,2,2,1,415.51,207.755,29,Female,26-35,Low Activity
U00801,2,2,2,1,415.51,207.755,32,Female,26-35,Low Activity
U00802,2,2,2,2,119.04,59.52,31,Male,26-35,Low Activity
U00803,3,3,3,2,276.37,92.12333333333333,26,Male,26-35,Moderate Activity
U00804,2,2,2,2,89.59,44.795,24,Female,18-25,Low Activity
U00805,1,1,1,1,0.0,0.0,18,Female,18-25,Low Activity
U00806,1,1,1,1,0.0,0.0,27,Male,26-35,Low Activity
U00807,1,1,1,1,342.61,342.61,35,Female,26-35,Low Activity
U00808,1,1,1,1,0.0,0.0,27,Female,26-35,Low Activity
U00809,1,1,1,1,490.9,490.9,24,Male,18-25,Low Activity
U00810,1,1,1,1,276.37,276.37,28,Male,26-35,Low Activity
U00811,3,3,2,2,487.92,162.64000000000001,25,Female,18-25,Moderate Activity
U00812,3,3,2,2,285.05,95.01666666666667,24,Female,18-25,Moderate Activity
U00813,4,4,4,3,0.0,0.0,33,Male,26-35,Moderate Activity
U00814,1,1,1,1,0.0,0.0,21,Female,18-25,Low Activity
U00815,2,2,2,1,415.51,207.755,17,Male,<18,Low Activity
U00816,3,3,3,1,89.59,29.863333333333333,34,Male,26-35,Moderate Activity
U00817,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U00818,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00819,14,14,9,3,1143.41,81.67214285714286,28,Female,26-35,Very High Activity
U00820,3,3,3,3,487.92,162.64000000000001,31,Female,26-35,Moderate Activity
U00821,13,13,11,3,1597.3,122.86923076923077,23,Male,18-25,Very High Activity
U00822,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U00823,1,1,1,1,212.39,212.39,22,Male,18-25,Low Activity
U00824,1,1,1,1,0.0,0.0,27,Male,26-35,Low Activity
U00825,3,3,3,2,487.92,162.64000000000001,26,Male,26-35,Moderate Activity
U00826,1,1,1,1,53.86,53.86,16,Male,<18,Low Activity
U00827,2,2,2,1,0.0,0.0,26,Female,26-35,Low Activity
U00828,3,3,3,2,592.85,197.61666666666667,25,Male,18-25,Moderate Activity
U00829,16,16,8,3,1338.31,83.644375,22,Male,18-25,Very High Activity
U00830,1,1,1,1,326.02,326.02,26,Female,26-35,Low Activity
U00831,2,2,2,2,0.0,0.0,18,Male,18-25,Low Activity
U00832,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00833,3,3,3,2,0.0,0.0,32,Female,26-35,Moderate Activity
U00834,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00835,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00836,15,15,9,3,931.7,62.11333333333334,29,Female,26-35,Very High Activity
U00837,4,4,3,2,285.05,71.2625,28,Male,26-35,Moderate Activity
U00838,12,12,8,3,1027.19,85.59916666666668,25,Female,18-25,Very High Activity
U00839,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U00840,3,3,3,2,394.26,131.42,18,Male,18-25,Moderate Activity
U00841,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U00842,2,2,2,2,89.59,44.795,21,Female,18-25,Low Activity
U00843,1,1,1,1,276.37,276.37,21,Male,18-25,Low Activity
U00844,1,1,1,1,0.0,0.0,26,Male,26-35,Low Activity
U00845,1,1,1,1,53.86,53.86,25,Female,18-25,Low Activity
U00846,1,1,1,1,57.32,57.32,16,Male,<18,Low Activity
U00847,1,1,1,1,0.0,0.0,23,Male,18-25,Low Activity
U00848,4,4,3,3,415.51,103.8775,28,Male,26-35,Moderate Activity
U00849,2,2,1,1,248.1,124.05,20,Male,18-25,Low Activity
U00850,15,15,9,3,897.95,59.86333333333334,26,Male,26-35,Very High Activity
U00851,1,1,1,1,0.0,0.0,21,Male,18-25,Low Activity
U00852,13,13,8,3,1579.1399999999999,121.47230769230768,23,Male,18-25,Very High Activity
U00853,2,2,2,1,0.0,0.0,24,Male,18-25,Low Activity
U00854,2,2,2,2,299.57,149.785,28,Male,26-35,Low Activity
U00855,1,1,1,1,0.0,0.0,15,Female,<18,Low Activity
U00856,1,1,1,1,0.0,0.0,21,Female,18-25,Low Activity
U00857,1,1,1,1,0.0,0.0,15,Male,<18,Low Activity
U00858,15,15,8,3,396.47,26.431333333333335,20,Male,18-25,Very High Activity
U00859,1,1,1,1,0.0,0.0,22,Male,18-25,Low Activity
U00860,1,1,1,1,490.9,490.9,23,Female,18-25,Low Activity
U00861,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U00862,1,1,1,1,487.92,487.92,18,Female,18-25,Low Activity
U00863,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U00864,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U00865,1,1,1,1,285.05,285.05,27,Male,26-35,Low Activity
U00866,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00867,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00868,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U00869,1,1,1,1,0.0,0.0,19,Male,18-25,Low Activity
U00870,15,15,10,3,966.14,64.40933333333334,22,Male,18-25,Very High Activity
U00871,2,2,2,2,0.0,0.0,26,Male,26-35,Low Activity
U00872,1,1,1,1,0.0,0.0,27,Male,26-35,Low Activity
U00873,1,1,1,1,0.0,0.0,28,Male,26-35,Low Activity
U00874,12,12,10,3,2175.74,181.31166666666664,25,Male,18-25,Very High Activity
U00875,1,1,1,1,57.32,57.32,23,Male,18-25,Low Activity
U00876,14,14,11,3,2352.5,168.03571428571428,27,Male,26-35,Very High Activity
U00877,1,1,1,1,490.9,490.9,35,Male,26-35,Low Activity
U00878,1,1,1,1,177.34,177.34,31,Male,26-35,Low Activity
U00879,3,3,3,2,389.15999999999997,129.72,18,Female,18-25,Moderate Activity
U00880,1,1,1,1,177.34,177.34,15,Male,<18,Low Activity
U00881,16,16,10,3,2703.36,168.96,34,Female,26-35,Very High Activity
U00882,1,1,1,1,0.0,0.0,34,Female,26-35,Low Activity
U00883,3,3,3,2,472.28,157.42666666666665,27,Female,26-35,Moderate Activity
U00884,1,1,1,1,487.92,487.92,19,Male,18-25,Low Activity
U00885,1,1,1,1,117.68,117.68,28,Female,26-35,Low Activity
U00886,2,2,2,2,0.0,0.0,22,Female,18-25,Low Activity
U00887,1,1,1,1,0.0,0.0,17,Male,<18,Low Activity
U00888,4,4,3,2,491.67999999999995,122.91999999999999,15,Male,<18,Moderate Activity
U00889,1,1,1,1,0.0,0.0,31,Female,26-35,Low Activity
U00890,2,2,2,1,299.57,149.785,31,Female,26-35,Low Activity
U00891,2,2,2,2,0.0,0.0,28,Female,26-35,Low Activity
U00892,4,4,4,1,0.0,0.0,35,Male,26-35,Moderate Activity
U00893,12,12,9,3,1271.25,105.9375,15,Male,<18,Very High Activity
U00894,3,3,3,2,511.94,170.64666666666668,28,Female,26-35,Moderate Activity
U00895,4,4,3,2,548.22,137.055,15,Male,<18,Moderate Activity
U00896,4,4,4,2,118.46000000000001,29.615000000000002,29,Female,26-35,Moderate Activity
U00897,1,1,1,1,177.34,177.34,20,Male,18-25,Low Activity
U00898,12,12,8,3,663.22,55.26833333333334,24,Female,18-25,Very High Activity
U00899,1,1,1,1,0.0,0.0,19,Male,18-25,Low Activity
U00900,2,2,2,1,119.04,59.52,26,Female,26-35,Low Activity
U00901,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U00902,2,2,2,1,248.1,124.05,29,Male,26-35,Low Activity
U00903,13,13,9,3,1238.72,95.28615384615385,29,Female,26-35,Very High Activity
U00904,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U00905,1,1,1,1,0.0,0.0,15,Male,<18,Low Activity
U00906,1,1,1,1,299.57,299.57,34,Female,26-35,Low Activity
U00907,12,12,8,3,2048.18,170.68166666666664,23,Female,18-25,Very High Activity
U00908,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U00909,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U00910,3,3,3,2,367.14,122.38,20,Female,18-25,Moderate Activity
U00911,10,10,7,3,996.65,99.66499999999999,15,Female,<18,High Activity
U00912,1,1,1,1,0.0,0.0,28,Male,26-35,Low Activity
U00913,1,1,1,1,57.32,57.32,35,Female,26-35,Low Activity
U00914,1,1,1,1,0.0,0.0,22,Male,18-25,Low Activity
U00915,13,13,8,3,1343.61,103.35461538461537,24,Female,18-25,Very High Activity
U00916,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U00917,15,15,11,3,1319.9099999999999,87.99399999999999,28,Female,26-35,Very High Activity
U00918,1,1,1,1,299.57,299.57,35,Male,26-35,Low Activity
U00919,14,14,8,3,1415.33,101.095,28,Male,26-35,Very High Activity
U00920,1,1,1,1,0.0,0.0,18,Female,18-25,Low Activity
U00921,1,1,1,1,487.92,487.92,26,Male,26-35,Low Activity
U00922,2,2,2,2,0.0,0.0,31,Female,26-35,Low Activity
U00923,3,3,3,3,511.94,170.64666666666668,29,Female,26-35,Moderate Activity
U00924,1,1,1,1,0.0,0.0,34,Male,26-35,Low Activity
U00925,2,2,2,2,490.9,245.45,31,Male,26-35,Low Activity
U00926,2,2,2,2,342.61,171.305,32,Male,26-35,Low Activity
U00927,2,2,2,1,0.0,0.0,26,Male,26-35,Low Activity
U00928,12,12,9,3,1050.48,87.54,33,Female,26-35,Very High Activity
U00929,4,4,3,2,444.48,111.12,25,Female,18-25,Moderate Activity
U00930,3,3,3,1,534.55,178.1833333333333,34,Male,26-35,Moderate Activity
U00931,1,1,1,1,117.68,117.68,31,Male,26-35,Low Activity
U00932,1,1,1,1,57.32,57.32,21,Male,18-25,Low Activity
U00933,1,1,1,1,0.0,0.0,27,Female,26-35,Low Activity
U00934,1,1,1,1,0.0,0.0,15,Female,<18,Low Activity
U00935,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U00936,1,1,1,1,0.0,0.0,30,Female,26-35,Low Activity
U00937,1,1,1,1,0.0,0.0,35,Male,26-35,Low Activity
U00938,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U00939,1,1,1,1,0.0,0.0,18,Male,18-25,Low Activity
U00940,1,1,1,1,0.0,0.0,15,Female,<18,Low Activity
U00941,2,2,2,2,285.05,142.525,20,Female,18-25,Low Activity
U00942,1,1,1,1,0.0,0.0,21,Male,18-25,Low Activity
U00943,2,2,2,1,0.0,0.0,21,Female,18-25,Low Activity
U00944,1,1,1,1,117.68,117.68,28,Female,26-35,Low Activity
U00945,1,1,1,1,0.0,0.0,27,Female,26-35,Low Activity
U00946,1,1,1,1,0.0,0.0,20,Female,18-25,Low Activity
U00947,1,1,1,1,0.0,0.0,31,Female,26-35,Low Activity
U00948,3,3,3,2,0.0,0.0,34,Male,26-35,Moderate Activity
U00949,4,4,3,3,0.0,0.0,16,Male,<18,Moderate Activity
U00950,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00951,2,2,2,1,342.61,171.305,15,Male,<18,Low Activity
U00952,2,2,2,2,0.0,0.0,22,Female,18-25,Low Activity
U00953,3,3,3,2,89.59,29.863333333333333,31,Male,26-35,Moderate Activity
U00954,2,2,2,2,0.0,0.0,21,Female,18-25,Low Activity
U00955,3,3,2,2,0.0,0.0,35,Female,26-35,Moderate Activity
U00956,1,1,1,1,327.99,327.99,21,Female,18-25,Low Activity
U00957,3,3,2,2,212.39,70.79666666666667,22,Male,18-25,Moderate Activity
U00958,2,2,1,2,0.0,0.0,28,Female,26-35,Low Activity
U00959,13,13,9,3,1444.05,111.08076923076922,22,Male,18-25,Very High Activity
U00960,1,1,1,1,0.0,0.0,17,Male,<18,Low Activity
U00961,14,14,9,3,1242.93,88.7807142857143,31,Male,26-35,Very High Activity
U00962,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U00963,2,2,2,2,0.0,0.0,20,Female,18-25,Low Activity
U00964,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U00965,1,1,1,1,0.0,0.0,34,Female,26-35,Low Activity
U00966,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U00967,14,14,8,3,816.75,58.339285714285715,15,Male,<18,Very High Activity
U00968,2,2,2,2,0.0,0.0,21,Male,18-25,Low Activity
U00969,1,1,1,1,248.1,248.1,29,Male,26-35,Low Activity
U00970,1,1,1,1,285.05,285.05,18,Male,18-25,Low Activity
U00971,3,3,3,3,490.9,163.63333333333333,19,Female,18-25,Moderate Activity
U00972,4,4,4,2,591.3199999999999,147.82999999999998,27,Female,26-35,Moderate Activity
U00973,1,1,1,1,57.32,57.32,22,Male,18-25,Low Activity
U00974,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U00975,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U00976,12,12,9,3,1462.63,121.88583333333334,30,Male,26-35,Very High Activity
U00977,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U00978,1,1,1,1,0.0,0.0,18,Male,18-25,Low Activity
U00979,3,3,3,2,0.0,0.0,16,Female,<18,Moderate Activity
U00980,1,1,1,1,0.0,0.0,17,Male,<18,Low Activity
U00981,13,13,9,3,1437.21,110.55461538461539,34,Male,26-35,Very High Activity
U00982,1,1,1,1,346.71,346.71,27,Female,26-35,Low Activity
U00983,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U00984,1,1,1,1,415.51,415.51,27,Male,26-35,Low Activity
U00985,1,1,1,1,0.0,0.0,21,Male,18-25,Low Activity
U00986,2,2,1,2,0.0,0.0,25,Male,18-25,Low Activity
U00987,1,1,1,1,0.0,0.0,27,Female,26-35,Low Activity
U00988,1,1,1,1,0.0,0.0,21,Female,18-25,Low Activity
U00989,12,12,9,3,993.62,82.80166666666666,26,Male,26-35,Very High Activity
U00990,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U00991,1,1,1,1,89.59,89.59,30,Male,26-35,Low Activity
U00992,4,4,4,2,952.31,238.0775,22,Female,18-25,Moderate Activity
U00993,1,1,1,1,326.02,326.02,17,Male,<18,Low Activity
U00994,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U00995,2,2,2,2,0.0,0.0,27,Female,26-35,Low Activity
U00996,1,1,1,1,0.0,0.0,24,Male,18-25,Low Activity
U00997,15,15,8,3,460.49,30.699333333333335,34,Female,26-35,Very High Activity
U00998,2,2,2,2,327.99,163.995,18,Male,18-25,Low Activity
U00999,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U01000,12,12,7,3,1151.4199999999998,95.95166666666665,16,Female,<18,Very High Activity
U01001,1,1,1,1,0.0,0.0,18,Male,18-25,Low Activity
U01002,1,1,1,1,0.0,0.0,19,Male,18-25,Low Activity
U01003,1,1,1,1,0.0,0.0,35,Male,26-35,Low Activity
U01004,1,1,1,1,415.51,415.51,16,Female,<18,Low Activity
U01005,1,1,1,1,119.04,119.04,19,Male,18-25,Low Activity
U01006,2,2,2,2,37.89,18.945,19,Male,18-25,Low Activity
U01007,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U01008,2,2,2,2,0.0,0.0,18,Male,18-25,Low Activity
U01009,1,1,1,1,0.78,0.78,15,Female,<18,Low Activity
U01010,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U01011,1,1,1,1,248.1,248.1,18,Male,18-25,Low Activity
U01012,1,1,1,1,327.99,327.99,35,Female,26-35,Low Activity
U01013,3,3,3,2,299.57,99.85666666666667,22,Male,18-25,Moderate Activity
U01014,3,3,3,2,0.0,0.0,17,Male,<18,Moderate Activity
U01015,15,15,9,3,1192.84,79.52266666666667,29,Male,26-35,Very High Activity
U01016,2,2,2,1,57.32,28.66,27,Female,26-35,Low Activity
U01017,2,2,1,2,611.0699999999999,305.53499999999997,21,Female,18-25,Low Activity
U01018,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U01019,1,1,1,1,0.0,0.0,27,Male,26-35,Low Activity
U01020,12,12,9,3,1169.1499999999999,97.42916666666666,28,Male,26-35,Very High Activity
U01021,2,2,2,1,0.0,0.0,29,Female,26-35,Low Activity
U01022,13,13,10,3,869.3,66.86923076923077,17,Male,<18,Very High Activity
U01023,2,2,2,2,0.0,0.0,18,Male,18-25,Low Activity
U01024,3,3,2,3,487.92,162.64000000000001,17,Female,<18,Moderate Activity
U01025,1,1,1,1,490.9,490.9,34,Male,26-35,Low Activity
U01026,1,1,1,1,0.0,0.0,33,Female,26-35,Low Activity
U01027,2,2,2,1,0.0,0.0,32,Male,26-35,Low Activity
U01028,2,2,2,1,327.99,163.995,23,Female,18-25,Low Activity
U01029,1,1,1,1,119.04,119.04,15,Male,<18,Low Activity
U01030,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U01031,13,13,8,3,1539.38,118.41384615384617,15,Male,<18,Very High Activity
U01032,14,14,10,3,1389.57,99.255,16,Male,<18,Very High Activity
U01033,13,13,7,3,1830.5,140.80769230769232,30,Male,26-35,Very High Activity
U01034,12,12,7,3,149.07,12.4225,18,Female,18-25,Very High Activity
U01035,3,3,2,2,772.97,257.6566666666667,33,Male,26-35,Moderate Activity
U01036,1,1,1,1,0.0,0.0,35,Male,26-35,Low Activity
U01037,1,1,1,1,415.51,415.51,32,Female,26-35,Low Activity
U01038,1,1,1,1,342.61,342.61,33,Male,26-35,Low Activity
U01039,1,1,1,1,0.0,0.0,21,Female,18-25,Low Activity
U01040,1,1,1,1,285.05,285.05,21,Female,18-25,Low Activity
U01041,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U01042,1,1,1,1,0.0,0.0,26,Male,26-35,Low Activity
U01043,4,4,3,2,57.32,14.33,19,Female,18-25,Moderate Activity
U01044,1,1,1,1,0.0,0.0,31,Female,26-35,Low Activity
U01045,2,2,2,2,0.0,0.0,32,Female,26-35,Low Activity
U01046,1,1,1,1,53.86,53.86,28,Female,26-35,Low Activity
U01047,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U01048,1,1,1,1,0.0,0.0,16,Female,<18,Low Activity
U01049,2,2,1,2,0.0,0.0,34,Male,26-35,Low Activity
U01050,1,1,1,1,0.0,0.0,25,Female,18-25,Low Activity
U01051,2,2,2,1,0.0,0.0,18,Female,18-25,Low Activity
U01052,2,2,2,2,0.0,0.0,22,Female,18-25,Low Activity
U01053,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U01054,2,2,2,1,0.0,0.0,20,Female,18-25,Low Activity
U01055,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U01056,2,2,2,2,0.78,0.39,15,Male,<18,Low Activity
U01057,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U01058,2,2,2,2,606.65,303.325,34,Female,26-35,Low Activity
U01059,1,1,1,1,0.0,0.0,30,Male,26-35,Low Activity
U01060,1,1,1,1,119.04,119.04,34,Female,26-35,Low Activity
U01061,2,2,1,2,342.61,171.305,22,Female,18-25,Low Activity
U01062,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U01063,1,1,1,1,0.0,0.0,31,Female,26-35,Low Activity
U01064,2,2,2,2,487.92,243.96,26,Female,26-35,Low Activity
U01065,4,4,4,2,327.99,81.9975,15,Male,<18,Moderate Activity
U01066,12,12,7,3,970.1700000000001,80.84750000000001,19,Female,18-25,Very High Activity
U01067,1,1,1,1,0.0,0.0,17,Male,<18,Low Activity
U01068,2,2,2,2,0.0,0.0,32,Female,26-35,Low Activity
U01069,1,1,1,1,0.0,0.0,35,Male,26-35,Low Activity
U01070,1,1,1,1,0.0,0.0,32,Male,26-35,Low Activity
U01071,2,2,2,2,497.44,248.72,19,Female,18-25,Low Activity
U01072,1,1,1,1,327.99,327.99,32,Male,26-35,Low Activity
U01073,2,2,2,2,748.65,374.325,23,Male,18-25,Low Activity
U01074,1,1,1,1,0.0,0.0,26,Female,26-35,Low Activity
U01075,2,2,2,1,490.9,245.45,17,Male,<18,Low Activity
U01076,1,1,1,1,0.0,0.0,20,Male,18-25,Low Activity
U01077,2,2,2,1,490.9,245.45,24,Female,18-25,Low Activity
U01078,2,2,2,1,0.0,0.0,27,Male,26-35,Low Activity
U01079,13,13,7,3,37.89,2.914615384615385,21,Male,18-25,Very High Activity
U01080,1,1,1,1,117.68,117.68,30,Female,26-35,Low Activity
U01081,1,1,1,1,326.02,326.02,26,Female,26-35,Low Activity
U01082,1,1,1,1,0.0,0.0,25,Male,18-25,Low Activity
U01083,15,15,11,3,1779.54,118.636,29,Male,26-35,Very High Activity
U01084,13,13,8,3,2165.7799999999997,166.59846153846152,24,Male,18-25,Very High Activity
U01085,2,2,2,1,119.04,59.52,26,Female,26-35,Low Activity
U01086,1,1,1,1,117.68,117.68,29,Female,26-35,Low Activity
U01087,1,1,1,1,299.57,299.57,19,Male,18-25,Low Activity
U01088,2,2,2,2,451.58,225.79,21,Male,18-25,Low Activity
U01089,1,1,1,1,0.0,0.0,17,Female,<18,Low Activity
U01090,2,2,2,1,0.0,0.0,25,Female,18-25,Low Activity
U01091,2,2,2,1,0.0,0.0,29,Female,26-35,Low Activity
U01092,15,15,9,3,2119.66,141.31066666666666,34,Female,26-35,Very High Activity
U01093,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U01094,2,2,2,2,285.05,142.525,30,Male,26-35,Low Activity
U01095,1,1,1,1,0.0,0.0,21,Female,18-25,Low Activity
U01096,16,16,7,3,769.7199999999999,48.107499999999995,18,Male,18-25,Very High Activity
U01097,1,1,1,1,0.0,0.0,29,Female,26-35,Low Activity
U01098,4,4,3,3,1181.75,295.4375,17,Female,<18,Moderate Activity
U01099,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U01100,3,3,3,2,0.0,0.0,24,Female,18-25,Moderate Activity
U01101,1,1,1,1,0.0,0.0,33,Male,26-35,Low Activity
U01102,2,2,2,2,276.37,138.185,23,Female,18-25,Low Activity
U01103,4,4,4,2,394.26,98.565,22,Male,18-25,Moderate Activity
U01104,1,1,1,1,0.78,0.78,29,Male,26-35,Low Activity
U01105,1,1,1,1,0.0,0.0,27,Male,26-35,Low Activity
U01106,1,1,1,1,327.99,327.99,31,Male,26-35,Low Activity
U01107,1,1,1,1,0.0,0.0,30,Female,26-35,Low Activity
U01108,4,4,4,3,276.37,69.0925,16,Male,<18,Moderate Activity
U01109,1,1,1,1,0.0,0.0,24,Female,18-25,Low Activity
U01110,2,2,1,1,37.89,18.945,23,Female,18-25,Low Activity
U01111,1,1,1,1,0.0,0.0,31,Male,26-35,Low Activity
U01112,1,1,1,1,212.39,212.39,24,Female,18-25,Low Activity
U01113,1,1,1,1,487.92,487.92,22,Female,18-25,Low Activity
U01114,1,1,1,1,0.0,0.0,32,Male,26-35,Low Activity
U01115,1,1,1,1,327.99,327.99,18,Male,18-25,Low Activity
U01116,1,1,1,1,0.0,0.0,21,Female,18-25,Low Activity
U01117,1,1,1,1,0.0,0.0,23,Female,18-25,Low Activity
U01118,1,1,1,1,119.04,119.04,31,Male,26-35,Low Activity
U01119,1,1,1,1,0.0,0.0,17,Female,<18,Low Activity
U01120,1,1,1,1,117.68,117.68,35,Female,26-35,Low Activity
U01121,1,1,1,1,117.68,117.68,20,Male,18-25,Low Activity
U01122,2,2,1,2,212.39,106.195,29,Female,26-35,Low Activity
U01123,15,15,10,3,1720.26,114.684,29,Female,26-35,Very High Activity
U01124,3,3,3,2,342.61,114.20333333333333,30,Female,26-35,Moderate Activity
U01125,2,2,2,2,0.0,0.0,32,Female,26-35,Low Activity
U01126,2,2,2,2,0.0,0.0,15,Male,<18,Low Activity
U01127,3,3,3,2,119.04,39.68,28,Female,26-35,Moderate Activity
U01128,2,2,2,2,0.0,0.0,31,Female,26-35,Low Activity
U01129,1,1,1,1,326.02,326.02,28,Female,26-35,Low Activity
U01130,1,1,1,1,53.86,53.86,28,Male,26-35,Low Activity
U01131,3,3,3,2,0.78,0.26,25,Male,18-25,Moderate Activity
U01132,4,4,3,3,425.44,106.36,27,Female,26-35,Moderate Activity
U01133,1,1,1,1,0.0,0.0,35,Female,26-35,Low Activity
U01134,3,3,3,3,0.0,0.0,19,Female,18-25,Moderate Activity
U01135,1,1,1,1,0.0,0.0,22,Male,18-25,Low Activity
U01136,1,1,1,1,212.39,212.39,35,Male,26-35,Low Activity
U01137,2,2,2,2,487.92,243.96,28,Female,26-35,Low Activity
U01138,1,1,1,1,89.59,89.59,22,Female,18-25,Low Activity
U01139,1,1,1,1,0.0,0.0,22,Female,18-25,Low Activity
U01140,1,1,1,1,119.04,119.04,29,Female,26-35,Low Activity
U01141,1,1,1,1,276.37,276.37,17,Female,<18,Low Activity
U01142,2,2,2,2,0.0,0.0,27,Male,26-35,Low Activity
U01143,14,14,10,3,1018.19,72.72785714285715,31,Male,26-35,Very High Activity
U01144,2,2,2,2,346.71,173.355,29,Female,26-35,Low Activity
U01145,1,1,1,1,472.28,472.28,15,Female,<18,Low Activity
U01146,13,13,9,3,178.12,13.701538461538462,15,Male,<18,Very High Activity
U01147,1,1,1,1,0.0,0.0,15,Male,<18,Low Activity
U01148,2,2,2,2,0.0,0.0,28,Male,26-35,Low Activity
U01149,4,4,3,3,1263.87,315.9675,26,Female,26-35,Moderate Activity
U01150,1,1,1,1,53.86,53.86,20,Male,18-25,Low Activity
U01151,14,14,8,3,1085.1599999999999,77.51142857142857,28,Female,26-35,Very High Activity
U01152,1,1,1,1,346.71,346.71,34,Male,26-35,Low Activity
U01153,1,1,1,1,342.61,342.61,15,Female,<18,Low Activity
