UserID,TotalEnrollments,UniqueCourses,UniqueCategories,UniqueLevels,ActivitySegment
U01516,1,1,1,1,Low Activity
U01517,14,14,10,3,Very High Activity
U01518,1,1,1,1,Low Activity
U01519,2,2,2,2,Low Activity
U01520,1,1,1,1,Low Activity
U01521,1,1,1,1,Low Activity
U01522,14,14,8,3,Very High Activity
U01523,1,1,1,1,Low Activity
U01524,1,1,1,1,Low Activity
U01525,2,2,2,1,Low Activity
U01526,12,12,9,3,Very High Activity
U01527,1,1,1,1,Low Activity
U01528,14,14,10,3,Very High Activity
U01529,3,3,3,3,Moderate Activity
U01530,15,15,8,3,Very High Activity
U01531,14,14,8,3,Very High Activity
U01532,1,1,1,1,Low Activity
U01533,3,3,3,2,Moderate Activity
U01534,1,1,1,1,Low Activity
U01535,4,4,3,3,Moderate Activity
U01536,12,12,8,3,Very High Activity
U01537,3,3,3,2,Moderate Activity
U01538,1,1,1,1,Low Activity
U01539,1,1,1,1,Low Activity
U01540,1,1,1,1,Low Activity
U01541,4,4,4,2,Moderate Activity
U01542,1,1,1,1,Low Activity
U01543,16,16,10,3,Very High Activity
U01544,1,1,1,1,Low Activity
U01545,1,1,1,1,Low Activity
U01546,1,1,1,1,Low Activity
U01547,2,2,2,1,Low Activity
U01548,1,1,1,1,Low Activity
U01549,1,1,1,1,Low Activity
U01550,1,1,1,1,Low Activity
U01551,1,1,1,1,Low Activity
U01552,1,1,1,1,Low Activity
U01553,15,15,10,3,Very High Activity
U01554,4,4,4,2,Moderate Activity
U01555,1,1,1,1,Low Activity
U01556,2,2,2,2,Low Activity
U01557,1,1,1,1,Low Activity
U01558,1,1,1,1,Low Activity
U01559,1,1,1,1,Low Activity
U01560,1,1,1,1,Low Activity
U01561,1,1,1,1,Low Activity
U01562,1,1,1,1,Low Activity
U01563,1,1,1,1,Low Activity
U01564,1,1,1,1,Low Activity
U01565,1,1,1,1,Low Activity
U01566,1,1,1,1,Low Activity
U01567,1,1,1,1,Low Activity
U01568,3,3,3,2,Moderate Activity
U01569,1,1,1,1,Low Activity
U01570,2,2,2,2,Low Activity
U01571,2,2,2,1,Low Activity
U01572,1,1,1,1,Low Activity
U01573,2,2,2,2,Low Activity
U01574,1,1,1,1,Low Activity
U01575,13,13,7,3,Very High Activity
U01576,2,2,2,2,Low Activity
U01577,1,1,1,1,Low Activity
U01578,15,15,10,3,Very High Activity
U01579,1,1,1,1,Low Activity
U01580,2,2,2,1,Low Activity
U01581,2,2,2,1,Low Activity
U01582,1,1,1,1,Low Activity
U01583,1,1,1,1,Low Activity
U01584,1,1,1,1,Low Activity
U01585,11,11,6,3,Very High Activity
U01586,14,14,9,3,Very High Activity
U01587,2,2,2,2,Low Activity
U01588,1,1,1,1,Low Activity
U01589,1,1,1,1,Low Activity
U01590,1,1,1,1,Low Activity
U01591,2,2,2,2,Low Activity
U01592,4,4,4,3,Moderate Activity
U01593,1,1,1,1,Low Activity
U01594,1,1,1,1,Low Activity
U01595,2,2,2,2,Low Activity
U01596,2,2,2,1,Low Activity
U01597,1,1,1,1,Low Activity
U01598,1,1,1,1,Low Activity
U01599,1,1,1,1,Low Activity
U01600,1,1,1,1,Low Activity
U01601,2,2,2,2,Low Activity
U01602,13,13,10,3,Very High Activity
U01603,2,2,2,2,Low Activity
U01604,1,1,1,1,Low Activity
U01605,1,1,1,1,Low Activity
U01606,1,1,1,1,Low Activity
U01607,1,1,1,1,Low Activity
U01608,1,1,1,1,Low Activity
U01609,1,1,1,1,Low Activity
U01610,1,1,1,1,Low Activity
U01611,1,1,1,1,Low Activity
U01612,1,1,1,1,Low Activity
U01613,1,1,1,1,Low Activity
U01614,1,1,1,1,Low Activity
U01615,1,1,1,1,Low Activity
U01616,1,1,1,1,Low Activity
U01617,1,1,1,1,Low Activity
U01618,13,13,8,3,Very High Activity
U01619,1,1,1,1,Low Activity
U01620,1,1,1,1,Low Activity
U01621,2,2,2,1,Low Activity
U01622,1,1,1,1,Low Activity
U01623,1,1,1,1,Low Activity
U01624,4,4,4,2,Moderate Activity
U01625,3,3,3,2,Moderate Activity
U01626,1,1,1,1,Low Activity
U01627,13,13,9,3,Very High Activity
U01628,14,14,7,3,Very High Activity
U01629,1,1,1,1,Low Activity
U01630,1,1,1,1,Low Activity
U01631,2,2,2,2,Low Activity
U01632,1,1,1,1,Low Activity
U01633,1,1,1,1,Low Activity
U01634,1,1,1,1,Low Activity
U01635,14,14,9,3,Very High Activity
U01636,1,1,1,1,Low Activity
U01637,13,13,9,3,Very High Activity
U01638,1,1,1,1,Low Activity
U01639,1,1,1,1,Low Activity
U01640,1,1,1,1,Low Activity
U01641,1,1,1,1,Low Activity
U01642,1,1,1,1,Low Activity
U01643,1,1,1,1,Low Activity
U01644,3,3,2,2,Moderate Activity
U01645,3,3,3,2,Moderate Activity
U01646,1,1,1,1,Low Activity
U01647,13,13,9,3,Very High Activity
U01648,4,4,3,2,Moderate Activity
U01649,13,13,8,3,Very High Activity
U01650,1,1,1,1,Low Activity
U01651,1,1,1,1,Low Activity
U01652,2,2,2,2,Low Activity
U01653,1,1,1,1,Low Activity
U01654,15,15,9,3,Very High Activity
U01655,1,1,1,1,Low Activity
U01656,12,12,8,3,Very High Activity
U01657,1,1,1,1,Low Activity
U01658,1,1,1,1,Low Activity
U01659,3,3,2,2,Moderate Activity
U01660,2,2,1,1,Low Activity
U01661,1,1,1,1,Low Activity
U01662,15,15,10,3,Very High Activity
U01663,2,2,2,2,Low Activity
U01664,2,2,2,1,Low Activity
U01665,4,4,3,2,Moderate Activity
U01666,14,14,9,3,Very High Activity
U01667,1,1,1,1,Low Activity
U01668,1,1,1,1,Low Activity
U01669,2,2,2,1,Low Activity
U01670,1,1,1,1,Low Activity
U01671,15,15,10,3,Very High Activity
U01672,1,1,1,1,Low Activity
U01673,1,1,1,1,Low Activity
U01674,14,14,9,3,Very High Activity
U01675,1,1,1,1,Low Activity
U01676,1,1,1,1,Low Activity
U01677,2,2,2,1,Low Activity
U01678,1,1,1,1,Low Activity
U01679,1,1,1,1,Low Activity
U01680,1,1,1,1,Low Activity
U01681,1,1,1,1,Low Activity
U01682,2,2,2,2,Low Activity
U01683,1,1,1,1,Low Activity
U01684,2,2,2,1,Low Activity
U01685,1,1,1,1,Low Activity
U01686,1,1,1,1,Low Activity
U01687,2,2,1,1,Low Activity
U01688,2,2,2,2,Low Activity
U01689,1,1,1,1,Low Activity
U01690,4,4,4,1,Moderate Activity
U01691,1,1,1,1,Low Activity
U01692,12,12,10,3,Very High Activity
U01693,2,2,2,1,Low Activity
U01694,1,1,1,1,Low Activity
U01695,13,13,9,3,Very High Activity
U01696,2,2,2,2,Low Activity
U01697,1,1,1,1,Low Activity
U01698,1,1,1,1,Low Activity
U01699,1,1,1,1,Low Activity
U01700,1,1,1,1,Low Activity
U01701,1,1,1,1,Low Activity
U01702,14,14,8,3,Very High Activity
U01703,3,3,3,2,Moderate Activity
U01704,2,2,2,2,Low Activity
U01705,1,1,1,1,Low Activity
U01706,1,1,1,1,Low Activity
U01707,3,3,3,3,Moderate Activity
U01708,14,14,9,3,Very High Activity
U01709,1,1,1,1,Low Activity
U01710,1,1,1,1,Low Activity
U01711,1,1,1,1,Low Activity
U01712,1,1,1,1,Low Activity
U01713,4,4,4,2,Moderate Activity
U01714,1,1,1,1,Low Activity
U01715,1,1,1,1,Low Activity
U01716,1,1,1,1,Low Activity
U01717,1,1,1,1,Low Activity
U01718,1,1,1,1,Low Activity
U01719,1,1,1,1,Low Activity
U01720,15,15,8,3,Very High Activity
U01721,10,10,7,3,High Activity
U01722,1,1,1,1,Low Activity
U01723,1,1,1,1,Low Activity
U01724,16,16,10,3,Very High Activity
U01725,2,2,2,2,Low Activity
U01726,13,13,9,3,Very High Activity
U01727,1,1,1,1,Low Activity
U01728,2,2,2,2,Low Activity
U01729,15,15,10,3,Very High Activity
U01730,1,1,1,1,Low Activity
U01731,1,1,1,1,Low Activity
U01732,2,2,2,2,Low Activity
U01733,4,4,4,3,Moderate Activity
U01734,3,3,3,2,Moderate Activity
U01735,1,1,1,1,Low Activity
U01736,1,1,1,1,Low Activity
U01737,1,1,1,1,Low Activity
U01738,1,1,1,1,Low Activity
U01739,1,1,1,1,Low Activity
U01740,1,1,1,1,Low Activity
U01741,2,2,2,2,Low Activity
U01742,2,2,1,2,Low Activity
U01743,1,1,1,1,Low Activity
U01744,4,4,4,2,Moderate Activity
U01745,13,13,7,3,Very High Activity
U01746,14,14,8,3,Very High Activity
U01747,4,4,4,3,Moderate Activity
U01748,1,1,1,1,Low Activity
U01749,1,1,1,1,Low Activity
U01750,4,4,4,2,Moderate Activity
U01751,1,1,1,1,Low Activity
U01752,4,4,4,3,Moderate Activity
U01753,1,1,1,1,Low Activity
U01754,1,1,1,1,Low Activity
U01755,1,1,1,1,Low Activity
U01756,2,2,2,2,Low Activity
U01757,1,1,1,1,Low Activity
U01758,1,1,1,1,Low Activity
U01759,1,1,1,1,Low Activity
U01760,1,1,1,1,Low Activity
U01761,2,2,2,2,Low Activity
U01762,15,15,11,3,Very High Activity
U01763,1,1,1,1,Low Activity
U01764,2,2,2,1,Low Activity
U01765,1,1,1,1,Low Activity
U01766,3,3,3,2,Moderate Activity
U01767,1,1,1,1,Low Activity
U01768,2,2,2,2,Low Activity
U01769,4,4,4,2,Moderate Activity
U01770,2,2,2,2,Low Activity
U01771,3,3,3,1,Moderate Activity
U01772,1,1,1,1,Low Activity
U01773,16,16,8,3,Very High Activity
U01774,1,1,1,1,Low Activity
U01775,2,2,2,2,Low Activity
U01776,2,2,2,2,Low Activity
U01777,1,1,1,1,Low Activity
U01778,2,2,2,2,Low Activity
U01779,1,1,1,1,Low Activity
U01780,1,1,1,1,Low Activity
U01781,1,1,1,1,Low Activity
U01782,1,1,1,1,Low Activity
U01783,3,3,3,2,Moderate Activity
U01784,1,1,1,1,Low Activity
U01785,1,1,1,1,Low Activity
U01786,13,13,8,3,Very High Activity
U01787,2,2,2,2,Low Activity
U01788,2,2,2,2,Low Activity
U01789,15,15,8,3,Very High Activity
U01790,1,1,1,1,Low Activity
U01791,2,2,2,2,Low Activity
U01792,1,1,1,1,Low Activity
U01793,1,1,1,1,Low Activity
U01794,1,1,1,1,Low Activity
U01795,13,13,9,3,Very High Activity
U01796,1,1,1,1,Low Activity
U01797,1,1,1,1,Low Activity
U01798,1,1,1,1,Low Activity
U01799,1,1,1,1,Low Activity
U01800,2,2,2,2,Low Activity
U01801,1,1,1,1,Low Activity
U01802,1,1,1,1,Low Activity
U01803,3,3,3,2,Moderate Activity
U01804,2,2,2,2,Low Activity
U01805,15,15,9,3,Very High Activity
U01806,1,1,1,1,Low Activity
U01807,2,2,2,2,Low Activity
U01808,3,3,2,3,Moderate Activity
U01809,13,13,8,3,Very High Activity
U01810,15,15,8,3,Very High Activity
U01811,1,1,1,1,Low Activity
U01812,15,15,10,3,Very High Activity
U01813,1,1,1,1,Low Activity
U01814,3,3,3,3,Moderate Activity
U01815,1,1,1,1,Low Activity
U01816,2,2,2,1,Low Activity
U01817,1,1,1,1,Low Activity
U01818,2,2,2,2,Low Activity
U01819,1,1,1,1,Low Activity
U01820,15,15,11,3,Very High Activity
U01821,1,1,1,1,Low Activity
U01822,15,15,9,3,Very High Activity
U01823,1,1,1,1,Low Activity
U01824,1,1,1,1,Low Activity
U01825,14,14,9,3,Very High Activity
U01826,1,1,1,1,Low Activity
U01827,1,1,1,1,Low Activity
U01828,1,1,1,1,Low Activity
U01829,2,2,2,1,Low Activity
U01830,1,1,1,1,Low Activity
U01831,1,1,1,1,Low Activity
U01832,1,1,1,1,Low Activity
U01833,2,2,2,1,Low Activity
U01834,1,1,1,1,Low Activity
U01835,2,2,1,2,Low Activity
U01836,1,1,1,1,Low Activity
U01837,1,1,1,1,Low Activity
U01838,2,2,2,1,Low Activity
U01839,1,1,1,1,Low Activity
U01840,14,14,10,3,Very High Activity
U01841,1,1,1,1,Low Activity
U01842,13,13,9,3,Very High Activity
U01843,1,1,1,1,Low Activity
U01844,1,1,1,1,Low Activity
U01845,1,1,1,1,Low Activity
U01846,2,2,2,2,Low Activity
U01847,1,1,1,1,Low Activity
U01848,1,1,1,1,Low Activity
U01849,1,1,1,1,Low Activity
U01850,3,3,2,2,Moderate Activity
U01851,4,4,3,2,Moderate Activity
U01852,4,4,4,3,Moderate Activity
U01853,1,1,1,1,Low Activity
U01854,13,13,9,3,Very High Activity
U01855,1,1,1,1,Low Activity
U01856,1,1,1,1,Low Activity
U01857,2,2,2,2,Low Activity
U01858,1,1,1,1,Low Activity
U01859,1,1,1,1,Low Activity
U01860,3,3,3,2,Moderate Activity
U01861,2,2,1,1,Low Activity
U01862,1,1,1,1,Low Activity
U01863,1,1,1,1,Low Activity
U01864,1,1,1,1,Low Activity
U01865,4,4,3,3,Moderate Activity
U01866,1,1,1,1,Low Activity
U01867,13,13,8,3,Very High Activity
U01868,2,2,2,2,Low Activity
U01869,1,1,1,1,Low Activity
U01870,1,1,1,1,Low Activity
U01871,14,14,8,3,Very High Activity
U01872,14,14,10,3,Very High Activity
U01873,1,1,1,1,Low Activity
U01874,1,1,1,1,Low Activity
U01875,1,1,1,1,Low Activity
U01876,14,14,7,3,Very High Activity
U01877,12,12,9,3,Very High Activity
U01878,1,1,1,1,Low Activity
U01879,15,15,8,3,Very High Activity
U01880,2,2,2,2,Low Activity
U01881,1,1,1,1,Low Activity
U01882,3,3,2,1,Moderate Activity
U01883,1,1,1,1,Low Activity
U01884,1,1,1,1,Low Activity
U01885,1,1,1,1,Low Activity
U01886,1,1,1,1,Low Activity
U01887,1,1,1,1,Low Activity
U01888,1,1,1,1,Low Activity
U01889,1,1,1,1,Low Activity
U01890,1,1,1,1,Low Activity
U01891,1,1,1,1,Low Activity
U01892,1,1,1,1,Low Activity
U01893,12,12,8,3,Very High Activity
U01894,1,1,1,1,Low Activity
U01895,1,1,1,1,Low Activity
U01896,12,12,9,2,Very High Activity
U01897,1,1,1,1,Low Activity
U01898,1,1,1,1,Low Activity
U01899,2,2,2,1,Low Activity
U01900,11,11,7,3,Very High Activity
U01901,1,1,1,1,Low Activity
U01902,1,1,1,1,Low Activity
U01903,13,13,9,3,Very High Activity
U01904,1,1,1,1,Low Activity
U01905,2,2,2,1,Low Activity
U01906,15,15,10,3,Very High Activity
U01907,2,2,2,2,Low Activity
U01908,12,12,9,3,Very High Activity
U01909,3,3,3,2,Moderate Activity
U01910,1,1,1,1,Low Activity
U01911,1,1,1,1,Low Activity
U01912,1,1,1,1,Low Activity
U01913,1,1,1,1,Low Activity
U01914,1,1,1,1,Low Activity
U01915,2,2,2,2,Low Activity
U01916,1,1,1,1,Low Activity
U01917,15,15,8,3,Very High Activity
U01918,14,14,8,3,Very High Activity
U01919,1,1,1,1,Low Activity
U01920,13,13,8,3,Very High Activity
U01921,2,2,2,1,Low Activity
U01922,2,2,2,2,Low Activity
U01923,1,1,1,1,Low Activity
U01924,2,2,2,2,Low Activity
U01925,1,1,1,1,Low Activity
U01926,13,13,9,3,Very High Activity
U01927,1,1,1,1,Low Activity
U01928,1,1,1,1,Low Activity
U01929,14,14,7,3,Very High Activity
U01930,1,1,1,1,Low Activity
U01931,11,11,7,3,Very High Activity
U01932,1,1,1,1,Low Activity
U01933,2,2,2,1,Low Activity
U01934,14,14,8,3,Very High Activity
U01935,1,1,1,1,Low Activity
U01936,2,2,2,2,Low Activity
U01937,1,1,1,1,Low Activity
U01938,2,2,2,1,Low Activity
U01939,4,4,4,3,Moderate Activity
U01940,2,2,2,2,Low Activity
U01941,1,1,1,1,Low Activity
U01942,1,1,1,1,Low Activity
U01943,14,14,7,3,Very High Activity
U01944,2,2,2,2,Low Activity
U01945,1,1,1,1,Low Activity
U01946,1,1,1,1,Low Activity
U01947,1,1,1,1,Low Activity
U01948,1,1,1,1,Low Activity
U01949,1,1,1,1,Low Activity
U01950,2,2,2,2,Low Activity
U01951,3,3,2,2,Moderate Activity
U01952,2,2,2,2,Low Activity
U01953,15,15,11,3,Very High Activity
U01954,1,1,1,1,Low Activity
U01955,1,1,1,1,Low Activity
U01956,1,1,1,1,Low Activity
U01957,1,1,1,1,Low Activity
U01958,12,12,8,3,Very High Activity
U01959,12,12,8,3,Very High Activity
U01960,1,1,1,1,Low Activity
U01961,14,14,7,3,Very High Activity
U01962,11,11,9,3,Very High Activity
U01963,1,1,1,1,Low Activity
U01964,4,4,4,3,Moderate Activity
U01965,1,1,1,1,Low Activity
U01966,4,4,4,3,Moderate Activity
U01967,1,1,1,1,Low Activity
U01968,2,2,2,2,Low Activity
U01969,1,1,1,1,Low Activity
U01970,2,2,2,2,Low Activity
U01971,1,1,1,1,Low Activity
U01972,1,1,1,1,Low Activity
U01973,1,1,1,1,Low Activity
U01974,2,2,2,2,Low Activity
U01975,1,1,1,1,Low Activity
U01976,1,1,1,1,Low Activity
U01977,2,2,2,2,Low Activity
U01978,1,1,1,1,Low Activity
U01979,12,12,8,3,Very High Activity
U01980,1,1,1,1,Low Activity
U01981,1,1,1,1,Low Activity
U01982,1,1,1,1,Low Activity
U01983,1,1,1,1,Low Activity
U01984,1,1,1,1,Low Activity
U01985,1,1,1,1,Low Activity
U01986,1,1,1,1,Low Activity
U01987,13,13,10,3,Very High Activity
U01988,1,1,1,1,Low Activity
U01989,13,13,8,3,Very High Activity
U01990,2,2,2,2,Low Activity
U01991,3,3,3,2,Moderate Activity
U01992,2,2,1,2,Low Activity
U01993,14,14,8,3,Very High Activity
U01994,11,11,8,3,Very High Activity
U01995,1,1,1,1,Low Activity
U01996,1,1,1,1,Low Activity
U01997,1,1,1,1,Low Activity
U01998,15,15,10,3,Very High Activity
U01999,2,2,1,2,Low Activity
U02000,2,2,2,1,Low Activity
U02001,1,1,1,1,Low Activity
U02002,1,1,1,1,Low Activity
U02003,4,4,4,2,Moderate Activity
U02004,1,1,1,1,Low Activity
U02005,1,1,1,1,Low Activity
U02006,1,1,1,1,Low Activity
U02007,1,1,1,1,Low Activity
U02008,1,1,1,1,Low Activity
U02009,1,1,1,1,Low Activity
U02010,14,14,9,3,Very High Activity
U02011,1,1,1,1,Low Activity
U02012,1,1,1,1,Low Activity
U02013,2,2,2,2,Low Activity
U02014,3,3,3,2,Moderate Activity
U02015,14,14,9,3,Very High Activity
U02016,1,1,1,1,Low Activity
U02017,2,2,2,1,Low Activity
U02018,1,1,1,1,Low Activity
U02019,3,3,2,2,Moderate Activity
U02020,1,1,1,1,Low Activity
U02021,1,1,1,1,Low Activity
U02022,11,11,8,3,Very High Activity
U02023,2,2,2,2,Low Activity
U02024,2,2,2,2,Low Activity
U02025,1,1,1,1,Low Activity
U02026,1,1,1,1,Low Activity
U02027,1,1,1,1,Low Activity
U02028,2,2,2,1,Low Activity
U02029,1,1,1,1,Low Activity
U02030,1,1,1,1,Low Activity
U02031,2,2,2,2,Low Activity
U02032,2,2,2,2,Low Activity
U02033,1,1,1,1,Low Activity
U02034,1,1,1,1,Low Activity
U02035,15,15,9,3,Very High Activity
U02036,2,2,2,2,Low Activity
U02037,2,2,2,2,Low Activity
U02038,11,11,9,3,Very High Activity
U02039,13,13,10,3,Very High Activity
U02040,1,1,1,1,Low Activity
U02041,3,3,3,2,Moderate Activity
U02042,1,1,1,1,Low Activity
U02043,1,1,1,1,Low Activity
U02044,2,2,2,2,Low Activity
U02045,1,1,1,1,Low Activity
U02046,1,1,1,1,Low Activity
U02047,1,1,1,1,Low Activity
U02048,1,1,1,1,Low Activity
U02049,1,1,1,1,Low Activity
U02050,3,3,3,1,Moderate Activity
U02051,1,1,1,1,Low Activity
U02052,2,2,1,2,Low Activity
U02053,1,1,1,1,Low Activity
U02054,2,2,2,2,Low Activity
U02055,14,14,9,3,Very High Activity
U02056,1,1,1,1,Low Activity
U02057,2,2,2,2,Low Activity
U02058,13,13,8,3,Very High Activity
U02059,1,1,1,1,Low Activity
U02060,3,3,2,3,Moderate Activity
U02061,1,1,1,1,Low Activity
U02062,1,1,1,1,Low Activity
U02063,2,2,2,1,Low Activity
U02064,15,15,10,3,Very High Activity
U02065,2,2,2,1,Low Activity
U02066,1,1,1,1,Low Activity
U02067,1,1,1,1,Low Activity
U02068,13,13,7,3,Very High Activity
U02069,1,1,1,1,Low Activity
U02070,1,1,1,1,Low Activity
U02071,13,13,8,3,Very High Activity
U02072,1,1,1,1,Low Activity
U02073,2,2,2,2,Low Activity
U02074,14,14,9,3,Very High Activity
U02075,1,1,1,1,Low Activity
U02076,1,1,1,1,Low Activity
U02077,14,14,10,3,Very High Activity
U02078,2,2,2,2,Low Activity
U02079,1,1,1,1,Low Activity
U02080,2,2,2,2,Low Activity
U02081,2,2,2,2,Low Activity
U02082,1,1,1,1,Low Activity
U02083,2,2,2,2,Low Activity
U02084,3,3,3,2,Moderate Activity
U02085,1,1,1,1,Low Activity
U02086,2,2,2,1,Low Activity
U02087,1,1,1,1,Low Activity
U02088,1,1,1,1,Low Activity
U02089,1,1,1,1,Low Activity
U02090,1,1,1,1,Low Activity
U02091,3,3,3,3,Moderate Activity
U02092,1,1,1,1,Low Activity
U02093,2,2,2,1,Low Activity
U02094,11,11,9,3,Very High Activity
U02095,1,1,1,1,Low Activity
U02096,13,13,9,3,Very High Activity
U02097,2,2,2,1,Low Activity
U02098,13,13,8,3,Very High Activity
U02099,1,1,1,1,Low Activity
U02100,1,1,1,1,Low Activity
U02101,1,1,1,1,Low Activity
U02102,3,3,3,2,Moderate Activity
U02103,3,3,2,1,Moderate Activity
U02104,1,1,1,1,Low Activity
U02105,1,1,1,1,Low Activity
U02106,1,1,1,1,Low Activity
U02107,2,2,2,2,Low Activity
U02108,1,1,1,1,Low Activity
U02109,1,1,1,1,Low Activity
U02110,1,1,1,1,Low Activity
U02111,1,1,1,1,Low Activity
U02112,2,2,2,1,Low Activity
U02113,2,2,1,2,Low Activity
U02114,1,1,1,1,Low Activity
U02115,1,1,1,1,Low Activity
U02116,1,1,1,1,Low Activity
U02117,1,1,1,1,Low Activity
U02118,1,1,1,1,Low Activity
U02119,1,1,1,1,Low Activity
U02120,2,2,2,1,Low Activity
U02121,1,1,1,1,Low Activity
U02122,2,2,2,2,Low Activity
U02123,2,2,2,1,Low Activity
U02124,1,1,1,1,Low Activity
U02125,13,13,10,3,Very High Activity
U02126,1,1,1,1,Low Activity
U02127,2,2,2,2,Low Activity
U02128,1,1,1,1,Low Activity
U02129,2,2,2,1,Low Activity
U02130,1,1,1,1,Low Activity
U02131,1,1,1,1,Low Activity
U02132,2,2,2,1,Low Activity
U02133,2,2,2,1,Low Activity
U02134,1,1,1,1,Low Activity
U02135,1,1,1,1,Low Activity
U02136,1,1,1,1,Low Activity
U02137,1,1,1,1,Low Activity
U02138,2,2,2,2,Low Activity
U02139,1,1,1,1,Low Activity
U02140,1,1,1,1,Low Activity
U02141,2,2,2,2,Low Activity
U02142,4,4,4,2,Moderate Activity
U02143,3,3,3,2,Moderate Activity
U02144,14,14,9,3,Very High Activity
U02145,1,1,1,1,Low Activity
U02146,1,1,1,1,Low Activity
U02147,15,15,11,3,Very High Activity
U02148,1,1,1,1,Low Activity
U02149,15,15,8,3,Very High Activity
U02150,1,1,1,1,Low Activity
U02151,13,13,8,3,Very High Activity
U02152,13,13,9,3,Very High Activity
U02153,13,13,9,3,Very High Activity
U02154,3,3,3,3,Moderate Activity
U02155,14,14,10,3,Very High Activity
U02156,1,1,1,1,Low Activity
U02157,3,3,3,3,Moderate Activity
U02158,4,4,4,3,Moderate Activity
U02159,2,2,2,2,Low Activity
U02160,1,1,1,1,Low Activity
U02161,14,14,7,3,Very High Activity
U02162,1,1,1,1,Low Activity
U02163,1,1,1,1,Low Activity
U02164,1,1,1,1,Low Activity
U02165,1,1,1,1,Low Activity
U02166,1,1,1,1,Low Activity
U02167,3,3,3,1,Moderate Activity
U02168,1,1,1,1,Low Activity
U02169,1,1,1,1,Low Activity
U02170,1,1,1,1,Low Activity
U02171,2,2,2,2,Low Activity
U02172,1,1,1,1,Low Activity
U02173,1,1,1,1,Low Activity
U02174,14,14,8,3,Very High Activity
U02175,2,2,2,2,Low Activity
U02176,1,1,1,1,Low Activity
U02177,1,1,1,1,Low Activity
U02178,1,1,1,1,Low Activity
U02179,2,2,2,2,Low Activity
U02180,4,4,4,2,Moderate Activity
U02181,2,2,2,2,Low Activity
U02182,2,2,2,2,Low Activity
U02183,1,1,1,1,Low Activity
U02184,2,2,2,2,Low Activity
U02185,2,2,2,2,Low Activity
U02186,4,4,4,3,Moderate Activity
U02187,2,2,2,2,Low Activity
U02188,1,1,1,1,Low Activity
U02189,1,1,1,1,Low Activity
U02190,4,4,3,3,Moderate Activity
U02191,4,4,2,2,Moderate Activity
U02192,2,2,2,2,Low Activity
U02193,2,2,2,1,Low Activity
U02194,2,2,2,1,Low Activity
U02195,1,1,1,1,Low Activity
U02196,1,1,1,1,Low Activity
U02197,2,2,2,2,Low Activity
U02198,2,2,1,2,Low Activity
U02199,12,12,6,3,Very High Activity
U02200,2,2,2,2,Low Activity
U02201,1,1,1,1,Low Activity
U02202,1,1,1,1,Low Activity
U02203,1,1,1,1,Low Activity
U02204,1,1,1,1,Low Activity
U02205,1,1,1,1,Low Activity
U02206,3,3,2,2,Moderate Activity
U02207,1,1,1,1,Low Activity
U02208,2,2,2,2,Low Activity
U02209,1,1,1,1,Low Activity
U02210,1,1,1,1,Low Activity
U02211,1,1,1,1,Low Activity
U02212,15,15,10,3,Very High Activity
U02213,1,1,1,1,Low Activity
U02214,4,4,4,3,Moderate Activity
U02215,11,11,10,3,Very High Activity
U02216,2,2,2,2,Low Activity
U02217,14,14,9,3,Very High Activity
U02218,1,1,1,1,Low Activity
U02219,1,1,1,1,Low Activity
U02220,1,1,1,1,Low Activity
U02221,1,1,1,1,Low Activity
U02222,1,1,1,1,Low Activity
U02223,1,1,1,1,Low Activity
U02224,13,13,9,3,Very High Activity
U02225,2,2,2,1,Low Activity
U02226,2,2,2,2,Low Activity
U02227,1,1,1,1,Low Activity
U02228,2,2,2,2,Low Activity
U02229,2,2,2,2,Low Activity
U02230,1,1,1,1,Low Activity
U02231,13,13,10,3,Very High Activity
U02232,1,1,1,1,Low Activity
U02233,2,2,2,1,Low Activity
U02234,1,1,1,1,Low Activity
U02235,2,2,2,2,Low Activity
U02236,1,1,1,1,Low Activity
U02237,1,1,1,1,Low Activity
U02238,1,1,1,1,Low Activity
U02239,1,1,1,1,Low Activity
U02240,1,1,1,1,Low Activity
U02241,2,2,2,1,Low Activity
U02242,1,1,1,1,Low Activity
U02243,1,1,1,1,Low Activity
U02244,1,1,1,1,Low Activity
U02245,1,1,1,1,Low Activity
U02246,1,1,1,1,Low Activity
U02247,1,1,1,1,Low Activity
U02248,14,14,10,3,Very High Activity
U02249,2,2,2,1,Low Activity
U02250,13,13,8,3,Very High Activity
U02251,1,1,1,1,Low Activity
U02252,2,2,2,1,Low Activity
U02253,1,1,1,1,Low Activity
U02254,15,15,11,3,Very High Activity
U02255,2,2,1,2,Low Activity
U02256,1,1,1,1,Low Activity
U02257,1,1,1,1,Low Activity
U02258,16,16,10,3,Very High Activity
U02259,2,2,2,2,Low Activity
U02260,1,1,1,1,Low Activity
U02261,1,1,1,1,Low Activity
U02262,3,3,3,2,Moderate Activity
U02263,1,1,1,1,Low Activity
U02264,2,2,2,2,Low Activity
U02265,2,2,2,2,Low Activity
U02266,1,1,1,1,Low Activity
U02267,1,1,1,1,Low Activity
U02268,2,2,2,2,Low Activity
U02269,1,1,1,1,Low Activity
U02270,3,3,3,2,Moderate Activity
U02271,2,2,2,1,Low Activity
U02272,1,1,1,1,Low Activity
U02273,1,1,1,1,Low Activity
U02274,2,2,2,1,Low Activity
U02275,2,2,2,2,Low Activity
U02276,1,1,1,1,Low Activity
